property_id,property_type,heating_type,parking_type,roof_type,has_pool,has_basement,hoa_flag,zipcode,builder_name,neighborhood,street_name,quality_grade,condition_grade,school_zone_grade,area_sqft,lot_size_sqft,num_bedrooms,num_bathrooms,garage_size,house_age,distance_to_city_center_km,distance_to_metro_km,school_rating,crime_index,median_neighborhood_income_k,nearby_hospitals_count,nearby_malls_count,annual_property_tax,hoa_fee,energy_efficiency_score,renovation_score,builder_reputation_score,random_hash_bucket,noise_feature_uniform,noise_feature_normal,sale_price
PROP_008161,Townhouse,Heat_Pump,Covered,Tile,No,No,Yes,ZIP_070,Builder_055,Neighborhood_28,Street_235,very_good,good,A+,2362.8,2420.4,4,3.5,1,14.6,24.51,9.29,10.0,1.8,135.97,3,0,5713.28,100.72,53.52,69.16,7.95,12,0.7794,-0.2281,1747346.61
PROP_010567,Townhouse,Gas,Driveway,Metal,No,Yes,Yes,ZIP_066,Builder_030,Neighborhood_18,Street_234,good,good,A,1126.0,2553.3,1,1.2,0,33.5,19.96,5.93,5.87,4.5,81.35,1,3,2730.51,112.06,56.88,75.84,8.92,314,0.9828,0.154,870785.39
PROP_004560,Single_Family,Oil,Driveway,Asphalt,No,No,No,ZIP_050,Builder_028,Neighborhood_23,Street_099,excellent,good,C,2340.2,1734.9,6,4.8,1,42.2,8.99,5.3,4.32,7.03,55.65,4,3,4948.85,0.0,57.48,63.45,4.29,329,0.9636,-1.194,1281214.73
PROP_004596,Single_Family,Electric,Garage,Asphalt,No,No,Yes,ZIP_059,Builder_015,Neighborhood_21,Street_247,good,good,B,1474.1,4554.6,3,3.3,2,22.4,11.25,5.61,6.2,4.86,92.52,2,0,4139.83,189.21,57.87,69.06,10.0,267,0.2187,-1.5012,1293878.03
PROP_004691,Townhouse,Gas,Garage,Tile,No,No,No,ZIP_034,Builder_062,Neighborhood_22,Street_099,very_good,good,B,1205.3,3275.8,2,2.3,1,38.9,24.68,3.3,5.31,5.9,85.62,3,2,2509.3,0.0,62.1,74.89,8.19,52,0.5211,0.4662,643091.27
PROP_007952,Single_Family,Heat_Pump,Street,Asphalt,No,No,No,ZIP_053,Builder_049,Neighborhood_57,Street_087,fair,very_good,B,1840.8,4532.9,2,2.1,1,15.2,11.39,3.89,4.74,4.19,78.83,2,2,2345.7,0.0,51.14,86.58,10.0,7,0.6208,1.1535,1059246.21
PROP_003278,Townhouse,Gas,Garage,Asphalt,No,No,No,ZIP_048,Builder_051,Neighborhood_06,Street_189,poor,fair,C,2403.7,3535.3,4,3.8,1,28.0,13.24,2.46,3.76,4.6,45.49,3,2,3341.19,0.0,40.8,75.51,5.3,73,0.9372,0.0079,1062133.34
PROP_004069,Single_Family,Gas,Driveway,Metal,Yes,No,Yes,ZIP_089,Builder_007,Neighborhood_26,Street_179,good,fair,C,1471.7,4658.1,3,2.1,1,21.6,14.51,4.98,4.7,6.27,65.12,3,0,941.62,124.39,69.6,66.97,8.46,444,0.3215,-2.698,552168.98
PROP_004409,Single_Family,Oil,Garage,Tile,Yes,No,No,ZIP_012,Builder_064,Neighborhood_34,Street_069,good,good,A,1546.1,5275.6,4,3.3,2,60.5,13.85,3.21,6.99,3.04,83.33,4,4,2729.22,0.0,49.96,58.85,5.91,333,0.6201,-0.2613,1010583.56
PROP_008701,Condo,Heat_Pump,Garage,Tile,No,Yes,Yes,ZIP_014,Builder_006,Neighborhood_26,Street_262,luxury,fair,A+,1773.9,1607.5,3,2.3,1,36.2,22.32,3.48,9.95,1.77,142.48,3,2,5584.76,143.25,63.12,51.05,7.81,92,0.3618,0.5401,1571517.28
PROP_010453,Single_Family,Electric,Driveway,Asphalt,No,No,No,ZIP_075,Builder_065,Neighborhood_48,Street_249,fair,needs_work,C,1458.1,4676.8,3,3.7,0,34.3,6.58,2.42,4.66,6.3,73.73,1,1,3752.11,0.0,47.5,50.07,10.0,458,0.7346,-0.6842,995420.21
PROP_000452,Single_Family,Gas,Covered,Tile,No,No,No,ZIP_117,,Neighborhood_17,Street_200,fair,fair,A,2305.9,9386.7,4,3.4,1,54.5,41.5,18.0,8.25,2.97,105.35,4,3,5642.97,0.0,53.21,48.15,10.0,226,0.6912,0.756,1589170.56
PROP_007263,Single_Family,Electric,Street,Asphalt,Yes,Yes,Yes,ZIP_091,,Neighborhood_43,Street_206,good,good,B,1957.6,6416.5,3,4.2,1,67.4,3.89,4.42,5.22,4.09,107.13,3,3,2861.0,63.86,42.05,44.55,9.84,229,0.0887,-0.5275,1043214.52
PROP_003732,Apartment,Heat_Pump,Garage,Asphalt,No,No,No,ZIP_106,Builder_054,Neighborhood_17,Street_107,excellent,good,C,1236.4,3442.7,4,3.0,1,47.4,19.68,6.41,3.71,6.95,50.15,3,5,2148.07,0.0,59.07,87.24,4.94,25,0.6452,-1.4562,819530.17
PROP_007257,Condo,Heat_Pump,Street,Asphalt,No,Yes,No,ZIP_038,Builder_007,Neighborhood_60,Street_220,good,good,A+,2072.3,4107.8,5,6.5,0,83.6,0.6,0.1,10.0,0.0,162.54,3,4,4458.39,0.0,60.92,59.93,9.98,67,0.1516,-0.724,1623081.3
PROP_010896,Single_Family,Electric,Street,Tile,No,Yes,No,ZIP_082,Builder_033,Neighborhood_21,Street_265,good,fair,A,2156.5,5013.9,5,3.3,0,15.4,22.69,5.55,9.55,2.68,132.46,2,3,4544.72,0.0,54.34,75.08,6.61,411,0.775,1.7517,1506555.94
PROP_004987,Condo,Electric,Garage,Tile,No,No,No,ZIP_030,Builder_078,Neighborhood_41,Street_163,excellent,fair,B,1173.7,3809.2,2,2.4,1,14.8,35.49,12.39,6.75,6.06,91.81,1,0,2930.6,0.0,63.5,76.86,10.0,211,0.6149,-0.9354,917544.5
PROP_003664,Condo,Gas,Driveway,Asphalt,No,No,Yes,ZIP_005,Builder_047,Neighborhood_05,Street_075,very_good,very_good,A+,2089.8,3112.8,4,5.2,1,30.8,7.48,5.06,9.59,1.93,129.71,4,2,4480.96,124.39,73.11,60.24,10.0,151,0.1618,-0.8756,1733708.33
PROP_002764,Condo,Oil,Garage,Metal,Yes,Yes,No,ZIP_107,Builder_004,Neighborhood_16,Street_299,very_good,good,B,1235.4,1866.9,5,4.1,1,44.4,12.58,5.6,6.24,4.61,91.92,2,2,3495.93,0.0,54.39,69.54,9.62,259,0.2409,-0.3147,1223386.83
PROP_008983,Apartment,Gas,Street,Asphalt,No,Yes,No,ZIP_054,Builder_033,Neighborhood_41,Street_093,good,good,C,603.0,1055.1,3,3.8,1,30.3,22.08,7.48,2.72,7.13,45.51,2,1,3585.1,0.0,63.97,100.0,7.94,187,0.653,-1.7483,908522.02
PROP_001856,Single_Family,Gas,Garage,Asphalt,No,No,No,ZIP_108,Builder_069,Neighborhood_55,Street_010,good,fair,A,1579.6,5303.3,4,2.7,2,48.8,21.86,7.33,6.42,6.16,74.15,2,2,3191.24,0.0,60.15,47.4,8.36,150,0.3433,-1.6686,1046187.6
PROP_001000,Single_Family,Oil,Covered,Metal,No,No,Yes,ZIP_074,Builder_062,Neighborhood_40,Street_217,,very_good,B,1920.1,4735.0,4,3.5,1,7.3,7.71,5.97,6.56,6.23,100.94,5,2,4323.9,109.77,41.36,56.46,8.26,314,0.7099,-0.8026,1086187.05
PROP_000390,Single_Family,Gas,Driveway,Flat,No,No,Yes,ZIP_020,Builder_044,Neighborhood_10,Street_230,excellent,good,A+,2318.5,2451.0,6,4.3,1,24.3,12.66,7.41,10.0,1.43,125.0,4,0,5385.02,102.25,75.46,71.87,9.55,376,0.8441,0.5485,1873804.84
PROP_006427,Townhouse,Heat_Pump,Garage,Asphalt,No,Yes,No,ZIP_015,Builder_047,Neighborhood_06,Street_138,luxury,good,A,2533.4,3075.9,4,2.2,1,9.6,32.06,8.92,9.5,2.07,122.59,5,2,5379.04,0.0,78.13,71.79,10.0,175,0.3916,0.7203,1941587.39
PROP_001477,Single_Family,Gas,Covered,Tile,No,Yes,Yes,ZIP_035,Builder_021,Neighborhood_33,Street_066,very_good,good,A+,1325.1,3127.1,3,3.0,1,23.4,2.95,2.9,10.0,0.64,146.49,2,2,6073.28,143.5,71.0,82.0,10.0,346,0.4442,-1.1306,1685170.53
PROP_002241,Condo,Electric,Garage,Metal,No,No,Yes,ZIP_116,Builder_056,Neighborhood_14,Street_226,luxury,very_good,C,1797.6,4414.8,4,3.5,1,29.6,14.25,7.05,2.41,8.95,38.29,1,2,2105.59,35.0,81.18,88.56,5.27,354,0.5727,0.4145,822693.68
PROP_011122,Single_Family,Gas,Garage,Asphalt,Yes,No,No,ZIP_030,Builder_013,Neighborhood_24,Street_213,excellent,very_good,A+,2599.5,7384.3,4,2.1,2,49.9,17.39,6.23,9.3,2.28,119.39,3,1,4653.34,0.0,72.88,71.84,3.31,308,0.5554,0.309,1835116.7
PROP_008113,Apartment,Electric,Driveway,Flat,No,No,Yes,ZIP_005,,Neighborhood_27,Street_277,fair,very_good,A+,2146.1,3466.6,4,3.9,1,48.9,19.68,5.64,9.02,1.78,119.82,1,7,5292.98,53.86,55.3,63.1,,133,0.5306,0.3039,1467717.72
PROP_000993,Single_Family,Gas,Garage,Tile,No,Yes,Yes,ZIP_085,Builder_009,Neighborhood_58,Street_064,excellent,very_good,A,1994.1,2201.1,4,4.8,3,10.8,16.89,7.11,7.96,1.4,111.4,5,2,5550.66,107.33,86.38,75.68,7.05,98,0.5559,-0.6495,1878557.67
PROP_007033,Single_Family,Gas,Driveway,Asphalt,No,No,Yes,ZIP_065,Builder_070,Neighborhood_15,Street_049,luxury,very_good,A,1888.4,6281.5,4,3.5,1,39.0,6.64,2.89,7.5,2.66,113.33,5,1,5321.69,133.12,80.67,67.99,10.0,105,0.6317,-1.423,1792710.14
PROP_004998,Single_Family,Heat_Pump,Driveway,Metal,No,No,Yes,ZIP_054,,Neighborhood_32,Street_258,good,fair,C,2331.9,5944.6,5,4.7,1,51.7,9.49,6.63,3.42,7.69,43.48,3,4,3256.17,75.48,42.64,39.42,6.76,173,0.73,1.2307,1092704.29
PROP_003923,Condo,Gas,Driveway,Asphalt,No,No,No,ZIP_068,Builder_014,Neighborhood_03,Street_269,good,fair,C,2575.7,,4,2.7,1,45.3,19.49,7.89,4.45,7.63,51.86,3,0,5477.56,0.0,37.42,48.01,6.57,422,0.5367,1.0709,1321912.87
PROP_002973,Condo,Heat_Pump,Driveway,Asphalt,No,No,Yes,ZIP_107,Builder_018,Neighborhood_33,Street_295,excellent,excellent,A,2056.0,3983.6,4,2.7,1,16.6,5.9,2.3,8.01,1.86,122.31,4,3,2683.07,48.65,81.82,80.64,9.73,56,0.6864,0.7717,1174222.64
PROP_006872,Single_Family,Electric,Covered,Asphalt,No,No,Yes,ZIP_110,Builder_018,Neighborhood_45,Street_255,very_good,good,A+,2413.8,4827.8,5,5.4,1,22.2,7.08,4.53,10.0,1.91,129.41,1,1,3960.96,119.44,59.32,88.59,8.42,259,0.5789,1.7621,1461493.26
PROP_010092,Condo,Heat_Pump,Covered,Metal,No,No,No,ZIP_041,Builder_019,Neighborhood_08,Street_050,fair,very_good,B,1616.2,4562.8,3,4.0,0,16.1,6.97,5.15,3.69,5.92,67.22,4,3,3542.31,0.0,45.0,80.67,8.74,397,0.513,1.0981,1044528.32
PROP_004770,Apartment,Oil,Covered,Asphalt,No,No,Yes,ZIP_048,Builder_032,Neighborhood_33,Street_259,,excellent,C,2051.1,3884.6,3,2.6,0,41.3,21.98,7.83,3.78,7.26,36.98,2,2,600.0,47.54,62.54,72.55,6.8,316,0.5147,0.7756,493296.14
PROP_001294,Single_Family,Electric,Garage,Asphalt,No,No,Yes,ZIP_080,Builder_010,Neighborhood_41,Street_258,good,excellent,A,1456.1,3221.2,3,3.9,1,20.7,10.66,3.33,6.99,1.96,98.39,2,2,3186.73,67.66,51.84,100.0,10.0,165,0.2446,-1.063,1038672.65
PROP_004174,Townhouse,Heat_Pump,Garage,Tile,No,Yes,No,ZIP_078,Builder_042,Neighborhood_37,Street_066,poor,good,C,1080.2,694.0,4,4.6,1,59.7,6.54,3.44,3.17,5.22,50.85,2,3,2528.67,0.0,49.27,64.24,7.58,104,0.4176,-0.7937,780856.67
PROP_002536,Single_Family,Heat_Pump,Garage,Tile,No,No,No,ZIP_076,Builder_054,Neighborhood_23,Street_175,good,good,A+,745.9,2761.3,3,4.0,2,65.0,15.92,9.55,6.75,5.72,80.22,2,3,6035.33,0.0,38.29,55.23,6.25,14,0.2374,0.2064,1327271.32
PROP_011113,Condo,Gas,Garage,Asphalt,No,No,Yes,ZIP_045,Builder_045,Neighborhood_58,Street_017,fair,good,A,1633.4,,3,2.9,2,9.0,22.1,5.48,6.52,3.15,92.58,1,3,3904.14,87.94,62.43,77.95,,292,0.135,-2.1158,1154449.19
PROP_001908,Townhouse,Gas,Garage,Metal,No,No,No,ZIP_022,Builder_035,Neighborhood_05,Street_222,very_good,excellent,A,2116.1,3739.7,4,3.8,1,19.2,11.06,0.1,7.18,2.31,117.25,2,5,1677.08,0.0,78.19,98.89,10.0,67,0.6164,0.0482,1196206.0
PROP_010099,Apartment,Gas,Driveway,Asphalt,No,Yes,No,ZIP_068,Builder_035,Neighborhood_50,Street_288,excellent,good,A+,1793.5,2416.1,3,1.2,1,20.7,16.32,7.23,10.0,0.0,158.13,1,0,5521.1,0.0,68.56,75.01,9.28,57,0.0926,1.3123,1880854.57
PROP_011898,Single_Family,Oil,Driveway,Metal,Yes,Yes,Yes,ZIP_059,Builder_037,Neighborhood_10,Street_230,good,good,A+,2258.0,3628.1,3,3.5,0,56.0,28.49,10.65,8.88,1.94,118.39,1,3,5986.08,128.01,40.47,53.21,7.66,385,0.7518,-1.5299,1719239.0
PROP_006034,Single_Family,Heat_Pump,Garage,Asphalt,No,Yes,No,ZIP_109,Builder_074,Neighborhood_23,Street_030,good,needs_work,A+,1571.3,3426.1,1,1.0,1,20.9,20.93,8.89,10.0,0.76,137.43,1,3,3382.14,0.0,73.07,57.34,10.0,302,0.6809,-0.4149,1312103.95
PROP_007620,Luxury_Villa,Electric,Street,Tile,No,No,No,ZIP_031,Builder_037,Neighborhood_12,Street_237,good,good,B,2286.8,8471.4,4,4.1,1,83.5,11.06,3.02,2.87,7.0,34.62,0,3,1207.65,0.0,51.12,27.69,9.06,116,0.8085,1.4292,573077.27
PROP_001152,Single_Family,Heat_Pump,Covered,Tile,No,No,No,ZIP_071,Builder_048,Neighborhood_34,Street_017,good,very_good,A,2109.4,3559.9,4,2.4,1,3.3,18.18,8.12,8.94,1.74,134.86,4,2,2767.67,0.0,49.33,90.73,4.91,140,0.8646,0.1499,1131640.54
PROP_001568,Apartment,Oil,Garage,Asphalt,Yes,No,No,ZIP_069,,Neighborhood_05,Street_140,very_good,very_good,A+,1002.8,1977.3,2,2.5,1,22.3,12.73,4.22,10.0,0.02,145.62,2,3,3276.63,0.0,69.51,84.46,5.29,442,0.2655,1.1107,1200297.75
PROP_003172,Luxury_Villa,Heat_Pump,Street,Asphalt,Yes,No,Yes,ZIP_113,Builder_080,Neighborhood_44,Street_001,very_good,very_good,A,2312.8,11465.0,4,2.8,2,49.1,11.16,5.01,7.22,4.62,86.02,2,5,6952.71,108.75,47.57,80.69,10.0,285,0.9947,-0.2511,2386763.96
PROP_007107,Single_Family,Gas,Driveway,Flat,No,Yes,Yes,ZIP_054,Builder_051,Neighborhood_21,Street_235,good,excellent,B,1491.6,3692.1,4,3.7,0,24.0,6.5,3.05,5.35,4.53,65.22,2,2,2554.19,51.89,49.39,82.09,7.39,429,0.7645,-3.4497,950752.79
PROP_004161,Apartment,Gas,Garage,Asphalt,No,No,No,ZIP_088,Builder_010,Neighborhood_19,Street_062,fair,very_good,C,2046.1,6855.1,4,2.9,0,110.9,10.05,1.1,1.0,7.36,20.0,5,1,2143.85,0.0,29.31,55.93,10.0,312,0.1206,0.3741,708861.81
PROP_004288,Condo,Heat_Pump,Driveway,Asphalt,No,No,Yes,ZIP_066,,Neighborhood_26,Street_136,good,needs_work,B,2269.4,6685.1,4,1.6,1,48.1,26.54,6.59,3.3,9.08,42.63,3,0,1665.58,80.66,52.73,45.05,10.0,223,0.5201,1.0342,708194.73
PROP_002231,Condo,Electric,Driveway,Asphalt,Yes,Yes,No,ZIP_020,Builder_067,Neighborhood_14,Street_010,good,fair,A+,1457.3,3375.3,2,3.5,2,24.7,18.4,6.6,9.51,0.97,134.72,2,2,3799.09,0.0,54.5,69.69,5.49,98,0.8584,-0.2507,1265419.72
PROP_000175,Condo,Gas,Garage,Flat,Yes,No,No,ZIP_042,Builder_034,Neighborhood_49,Street_047,good,good,B,925.7,2197.6,1,1.4,0,31.9,17.75,8.2,4.04,6.56,66.05,1,3,3047.33,0.0,41.96,81.5,6.51,147,0.7852,-0.5427,744956.9
PROP_001904,Luxury_Villa,Heat_Pump,Driveway,Flat,No,No,No,ZIP_092,Builder_034,Neighborhood_45,Street_171,good,fair,B,350.0,,1,1.0,1,103.0,6.37,4.1,7.23,1.68,109.59,2,0,1815.36,0.0,42.89,46.58,4.93,117,0.6213,1.905,547521.86
PROP_011941,Luxury_Villa,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_072,Builder_078,Neighborhood_34,Street_086,very_good,good,A,2142.9,8347.2,4,4.1,2,21.2,4.36,3.39,5.67,3.33,96.78,3,3,4986.36,0.0,69.05,70.97,10.0,394,0.3564,-1.8496,1909467.47
PROP_003409,Single_Family,Oil,Street,Tile,No,No,No,ZIP_005,Builder_038,Neighborhood_47,Street_209,good,very_good,A+,2282.6,6207.9,6,2.9,2,8.1,29.41,7.68,9.69,0.28,138.87,4,2,4786.86,0.0,56.18,100.0,8.67,171,0.6483,1.8396,1716753.82
PROP_001539,Single_Family,Electric,Garage,Tile,Yes,Yes,No,ZIP_032,Builder_044,Neighborhood_04,Street_088,,fair,B,1438.2,1319.7,3,1.7,2,120.0,18.46,4.25,4.36,7.72,59.23,1,3,1715.37,0.0,23.12,34.8,10.0,173,0.2866,-1.3696,553011.48
PROP_002293,Single_Family,Gas,Street,Asphalt,No,No,Yes,ZIP_014,,Neighborhood_59,Street_201,very_good,excellent,A,1300.5,2278.5,2,1.0,0,48.7,44.0,12.5,8.42,3.2,106.12,2,4,2675.67,104.77,57.0,82.5,10.0,49,0.819,-0.7981,900802.77
PROP_001364,Condo,Gas,Driveway,Asphalt,No,No,No,ZIP_014,Builder_046,Neighborhood_25,Street_132,very_good,good,B,1870.6,5356.4,5,3.0,1,18.6,15.69,3.32,6.28,4.25,97.33,1,2,2267.27,0.0,70.44,58.02,9.33,106,0.9834,0.7319,1010283.3
PROP_004358,Townhouse,Electric,Covered,Tile,No,Yes,No,ZIP_035,Builder_041,Neighborhood_01,Street_278,good,excellent,A,1463.1,,4,5.0,1,21.9,4.47,1.4,7.62,1.1,110.84,2,1,3648.47,0.0,59.78,95.5,6.15,390,0.4753,1.3562,1458950.43
PROP_005261,Luxury_Villa,Electric,Garage,Metal,Yes,Yes,No,ZIP_110,Builder_033,Neighborhood_03,Street_211,very_good,very_good,A+,3144.6,10291.1,6,5.9,2,51.0,23.2,11.03,9.16,2.96,123.97,0,5,6783.22,0.0,66.83,95.3,7.14,412,0.6761,0.2136,3234151.46
PROP_010118,Apartment,Electric,Garage,Asphalt,No,No,Yes,ZIP_105,Builder_012,Neighborhood_57,Street_128,fair,needs_work,B,1541.9,2050.8,3,2.6,1,33.3,12.15,3.58,5.45,4.09,85.63,4,3,4721.61,103.18,52.26,56.1,10.0,464,0.9623,0.535,1420656.29
PROP_009259,Single_Family,Gas,Garage,Asphalt,No,No,No,ZIP_107,Builder_019,Neighborhood_12,Street_223,very_good,good,A+,2010.6,3565.5,5,6.1,1,8.5,21.23,7.98,10.0,1.11,142.06,5,0,5198.05,0.0,73.24,77.53,10.0,386,0.4937,0.249,1670046.6
PROP_000681,Townhouse,Heat_Pump,Driveway,Tile,No,Yes,Yes,ZIP_094,Builder_024,Neighborhood_52,Street_145,very_good,very_good,A+,1530.1,5952.0,3,1.4,1,29.2,18.22,5.94,10.0,0.42,156.38,4,3,1060.77,112.96,56.44,78.23,7.84,350,0.2629,0.2726,1081055.38
PROP_009637,Townhouse,Heat_Pump,Driveway,Asphalt,Yes,No,No,ZIP_037,Builder_052,Neighborhood_06,Street_292,very_good,very_good,A,1729.3,4919.4,4,5.6,1,29.6,18.42,3.3,8.4,2.43,105.9,2,1,5019.56,0.0,53.4,75.32,5.87,255,0.6649,0.3977,1599009.67
PROP_003665,Apartment,Oil,Garage,Metal,Yes,No,Yes,ZIP_016,Builder_074,Neighborhood_31,Street_072,very_good,fair,A,1181.1,3008.9,2,1.7,1,48.7,10.22,3.99,7.9,3.46,95.76,4,4,3998.44,66.23,57.13,55.88,10.0,240,0.4757,-0.6831,1046388.06
PROP_001662,Apartment,Gas,Street,Flat,No,No,No,ZIP_003,Builder_043,Neighborhood_20,Street_100,very_good,fair,A+,1194.0,,3,3.0,1,45.9,13.74,5.06,9.45,0.33,111.73,0,3,3190.32,0.0,68.87,54.4,6.38,389,0.54,0.2288,1161132.96
PROP_000509,Apartment,Gas,Street,Asphalt,No,No,No,ZIP_002,Builder_036,Neighborhood_10,Street_014,excellent,very_good,A,4041.2,3870.2,8,6.7,0,15.8,10.29,1.87,4.68,3.22,68.08,2,2,2920.22,0.0,61.09,97.17,10.0,17,0.1456,0.3445,1462305.39
PROP_000167,Apartment,Heat_Pump,Driveway,Asphalt,No,Yes,Yes,ZIP_082,Builder_001,Neighborhood_44,Street_111,very_good,fair,B,1686.0,3121.1,3,2.6,0,35.7,12.13,4.5,8.35,0.71,126.81,3,2,3613.21,80.71,46.23,68.76,10.0,310,0.7453,0.248,1363728.46
PROP_010093,Townhouse,Gas,Garage,Flat,Yes,No,Yes,ZIP_038,Builder_059,Neighborhood_30,Street_242,good,good,A,1620.2,2792.7,3,2.2,2,48.3,7.14,1.25,8.02,1.04,119.63,4,3,4313.75,163.28,47.61,52.91,9.47,469,0.7758,-0.8716,1524389.74
PROP_010158,Apartment,Gas,Covered,Tile,No,No,Yes,ZIP_100,Builder_002,Neighborhood_40,Street_103,excellent,fair,C,1804.8,2750.4,3,3.9,1,30.0,21.05,7.66,4.75,8.55,61.14,2,0,3011.37,64.58,62.17,44.33,8.79,173,0.147,0.3683,899509.18
PROP_007366,Apartment,Heat_Pump,Garage,Asphalt,No,Yes,No,ZIP_039,Builder_049,Neighborhood_28,Street_178,good,very_good,A,2134.3,1883.9,5,6.6,2,32.2,4.44,3.85,7.79,2.06,91.22,3,4,2475.36,0.0,49.16,99.41,10.0,66,0.9132,0.8954,1440643.97
PROP_001915,Apartment,Gas,Covered,Flat,No,No,Yes,ZIP_025,Builder_044,Neighborhood_37,Street_068,excellent,needs_work,B,1673.2,2533.8,3,2.3,1,20.1,36.79,6.52,6.43,5.37,94.22,4,5,3901.16,95.92,66.56,79.02,7.83,374,0.924,0.4266,1097516.23
PROP_007264,Single_Family,Heat_Pump,Driveway,Asphalt,No,Yes,No,ZIP_107,,Neighborhood_10,Street_003,good,fair,B,1916.7,6939.4,4,4.8,1,52.5,13.95,9.04,7.0,4.92,101.81,4,0,4901.24,0.0,50.4,35.52,1.0,170,0.1831,-0.3882,1360491.14
PROP_011736,Apartment,Oil,Garage,Asphalt,No,No,Yes,ZIP_093,Builder_074,Neighborhood_37,Street_057,good,good,A+,1257.6,1499.1,2,1.6,1,68.3,6.48,2.8,9.15,0.18,121.52,5,4,3495.45,126.25,46.61,46.01,10.0,364,0.1273,-0.7902,1305266.31
PROP_011873,Condo,Gas,Street,Asphalt,No,Yes,Yes,ZIP_110,Builder_069,Neighborhood_43,Street_081,poor,excellent,B,1606.2,1879.4,5,5.5,0,17.0,4.95,1.53,6.3,3.46,90.1,1,4,4549.95,130.64,46.78,68.86,9.01,473,0.0044,1.5071,1435284.95
PROP_007362,Single_Family,Gas,Garage,Metal,No,No,Yes,ZIP_008,Builder_077,Neighborhood_28,Street_137,excellent,fair,C,1907.1,,4,1.7,1,20.4,15.07,6.93,2.82,7.97,36.26,4,1,4746.08,119.82,65.01,70.61,,66,0.3989,1.1047,1133015.62
PROP_001105,Single_Family,Gas,Covered,Asphalt,No,No,Yes,ZIP_013,Builder_009,Neighborhood_50,Street_256,excellent,good,A+,2564.3,4593.8,5,3.8,2,15.8,18.02,3.87,10.0,0.8,139.2,5,3,4510.38,80.34,79.43,62.94,5.86,201,0.8525,-1.0773,1741958.54
PROP_009558,Condo,Heat_Pump,Driveway,Tile,No,No,No,ZIP_014,Builder_051,Neighborhood_46,Street_098,good,excellent,B,1075.4,1367.2,3,3.4,0,22.0,8.63,3.01,6.99,3.41,100.73,3,4,5278.51,0.0,61.72,81.09,5.14,128,0.0767,-0.6028,1435982.25
PROP_005311,Townhouse,Heat_Pump,Driveway,Asphalt,No,No,Yes,ZIP_072,Builder_034,Neighborhood_10,Street_033,good,fair,C,1794.3,1982.7,4,2.2,1,9.2,4.42,0.79,4.52,6.77,55.29,3,1,4763.4,97.6,65.49,85.62,7.09,252,0.016,-1.1945,1288870.08
PROP_009214,Single_Family,Gas,Street,Asphalt,No,No,Yes,ZIP_103,Builder_064,Neighborhood_26,Street_027,luxury,good,A+,2342.3,4032.6,4,4.4,2,31.1,4.83,2.47,10.0,2.23,136.04,3,3,4305.27,127.02,51.54,84.72,3.63,448,0.9465,-2.2457,1788584.56
PROP_005755,Townhouse,Electric,Covered,Flat,Yes,No,Yes,ZIP_092,Builder_025,Neighborhood_43,Street_070,,excellent,C,1942.1,3973.1,3,2.6,0,27.2,15.47,2.87,3.7,4.85,46.59,2,3,2180.87,35.0,42.21,100.0,10.0,262,0.536,-0.9577,966286.63
PROP_000153,Single_Family,Gas,Driveway,Asphalt,No,No,No,ZIP_057,Builder_077,Neighborhood_47,Street_173,excellent,very_good,B,1760.0,2907.0,3,1.7,1,37.1,39.04,8.18,5.15,7.08,63.8,3,3,1185.54,0.0,48.21,80.43,7.71,240,0.3275,-0.0037,612491.96
PROP_009683,Single_Family,Electric,Garage,Asphalt,No,Yes,Yes,ZIP_100,Builder_079,Neighborhood_23,Street_207,excellent,good,C,2074.8,7859.2,3,3.0,1,25.9,5.25,3.84,4.43,6.27,70.61,3,3,2774.28,110.28,69.82,62.6,5.18,376,0.7216,-0.2063,1199415.46
PROP_005680,Apartment,Electric,Street,Asphalt,Yes,Yes,No,ZIP_002,Builder_038,Neighborhood_48,Street_033,excellent,good,A,1329.7,2100.5,2,1.0,1,68.1,30.13,11.87,6.65,5.2,88.38,6,2,4746.76,0.0,58.54,59.99,4.83,478,0.2557,0.1321,1040744.74
PROP_011117,Apartment,Electric,Driveway,Asphalt,No,No,No,ZIP_002,Builder_051,Neighborhood_49,Street_064,,good,C,2624.8,3004.0,5,4.3,0,32.5,5.41,2.78,4.05,5.5,59.97,2,3,2876.32,0.0,46.77,62.36,9.13,440,0.5996,-0.1158,1068104.39
PROP_003552,Apartment,Gas,Driveway,Tile,No,Yes,No,ZIP_112,Builder_025,Neighborhood_43,Street_090,excellent,good,A,738.6,2235.2,2,2.3,2,18.2,9.84,4.03,7.46,3.98,98.78,4,1,3274.66,0.0,80.94,95.32,8.37,66,0.8096,-1.0955,1063990.44
PROP_003723,Single_Family,Gas,Driveway,Asphalt,No,No,No,ZIP_092,Builder_059,Neighborhood_60,Street_117,good,very_good,C,2574.1,5719.7,4,3.9,0,25.2,0.92,2.07,4.0,5.77,58.88,5,3,1642.57,0.0,58.07,90.73,10.0,406,0.1575,0.4638,951081.32
PROP_004539,Condo,Gas,Street,Asphalt,No,No,No,ZIP_048,Builder_073,Neighborhood_33,Street_152,excellent,very_good,A+,1415.4,3949.7,1,1.7,0,5.7,4.52,3.27,10.0,0.95,130.75,4,3,2383.57,0.0,63.47,93.57,7.5,208,0.2372,-0.2004,1160205.15
